claim_id,report,location,claim_class,claim,source,access_level,independent_tier,verdict,severity,transferability,corrected_wording
H-CLAUSE-0100,Hermes review,Q2 ; L100,research-gap statement,"What happens as RPE moves away from 10 follows arithmetically from the rating-error evidence below: each unit of RPE error injects roughly one rep-worth of error into the effective rep count, and Epley's sensitivity per rep grows with rep count — so **the estimate's error compounds quadratically-ish away from failure**: worse at low RPE (long effective sets), best near RPE 9–10. No source states this propagated curve; it is the arithmetic consequence of [A; DOI 10.1007/s40279-021-01559-x] plus [A; DOI 10.1007/s40279-023-01937-7] and is labelled as inference, not evidence.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,GAP-NOT-ESTABLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0104,Hermes review,Q2 ; L104,derived calculation,"- Pooled estimate: people **underpredict** repetitions remaining to failure by **0.95 reps (95% CI 0.17–1.73)**, between-participant SD 1.45 reps; accuracy improves closer to failure and in ≤12-rep sets; **training status showed no clear effect** (β ≈ −0.006 reps) [A; PMID 34542869; DOI 10.1007/s40279-021-01559-x]. Heterogeneity very high (I²=97.9%) — the average hides wide individual spread.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,AUDITOR-DERIVED—NOT PUBLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0105,Hermes review,Q2 ; L105,derived calculation,"- Primary study confirmation: estimation error ≈1 rep when actual reps-to-failure ≤5, >2 reps at 7–10; chest press better than leg press; experience did not affect accuracy [C; PMID 27787474; DOI 10.1519/JSC.0000000000001683]; n=81.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,AUDITOR-DERIVED—NOT PUBLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0106,Hermes review,Q2 ; L106,published finding,"- Gym-based (ecological) replication: predictions imperfect, improving with experience in novices [B−/C; PMID 29204323; DOI 10.7717/peerj.4105] — read as intro/methods context only.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0107,Hermes review,Q2 ; L107,published finding,"- Calibration ceiling: competitive powerlifters select loads to hit target RPE with mean absolute error **0.33 ± 0.28 RPE** [B; PMID 28933716; DOI 10.1519/JSC.0000000000002097]. This is the *best case*, elite and coached.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0108,Hermes review,Q2 ; L108,published finding,- RPE-as-intensity validity: pooled r = 0.88 (95% CI 0.84–0.91) against criterion measures across 75 studies [A; DOI 10.1186/s40798-021-00386-8]. Validity of the scale ≠ precision of an individual rating; the correlation is between-group and condition-rich.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0109,Hermes review,Q2 ; L109,published finding,"- Submaximal-RPE extrapolation to 1RM works at group level (r 0.92–0.97, no significant bias) even in blinded conditions [B; PMID 24149599; Eston & Evans 2009, JSSM 8(4):567–573; verified via PubMed; no publisher DOI located] — n=20, different mechanism from the app's, reported for completeness.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0111,Hermes review,Q2 ; L111,research-gap statement,"**Untrained-without-coach transfer.** Every accuracy study above was conducted with participants who knew failure was coming, usually observed. Halperin et al. note their conditions involved awareness of the failure criterion; the Stronger-by-Science synthesis I read (commercial commentary, Tier E, used for orientation only, cited nowhere as evidence) makes the same point. For the app's population — possibly never having taken a set to failure, receiving no feedback on rating quality — the honest reading is: **the ±1-rep average error is a floor on expected accuracy, not a ceiling; systematic miscalibration in naive raters is plausible and unmeasured.** Both error directions matter: overestimated RIR inflates estimated 1RM (false-positive progress); underestimated RIR deflates it (false-negative).",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,GAP-NOT-ESTABLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0115,Hermes review,Q2 ; L115,research-gap statement,"**No value is supportable.** I searched for direct MDC estimates for Epley-derived or RPE-adjusted estimated-1RM series and found none. The nearest building blocks — 1RM test-retest CV (median 4.2%, range 0.5–12.1%, [A; PMID 32681399; DOI 10.1186/s40798-020-00260-z]) and RIR rating error (±1–2 reps, [A; DOI 10.1007/s40279-021-01559-x]) — have never been composed into a propagated MDC for this estimator, and composing them here would require assumptions about rating-error distribution that no source supplies. Per the brief and the Calibration Policy, I stop at the blank. Any MDC figure appearing elsewhere for ""estimated 1RM"" is, to the extent of my search, unsourced.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,GAP-NOT-ESTABLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0119,Hermes review,Q2 ; L119,inference/system fact,"*Does:* supports the owner treating the equation as fit-for-purpose only near failure (high RPE, low rep counts), treats its output as noisy at the individual level, and confirms there is no citable MDC or stall definition to adopt.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0121,Hermes review,Q2 ; L121,design proposal,"*Does not:* authorise any numeric noise floor, any restriction on which RPE values feed estimates, any correction factor, any per-exercise coefficient (that machinery already exists under the frozen registry), or any claim that the substitution is invalid — only that it is unvalidated.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNSUPPORTED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0127,Hermes review,Q3 ; L127,inference/system fact,"*(One-line companion overlap: this asks whether volume-load equates across configurations, not whether per-muscle landmarks are supportable — that companion question is not re-opened.)*",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0131,Hermes review,Q3 ; L131,derived calculation,"No, not generally. Equal `Σ(reps × kg)` equates stimulus only within a narrow band of configurations (similar loads, similar proximities to failure). Across configurations it demonstrably fails for maximal strength (heavy/light-load differences persist when failure-matched), is approximately preserved for hypertrophy *only when proximity to failure is matched*, and the app's own ""hard sets"" (RPE ≥ 8) count aligns with the variable the dose-response literature actually implicates for hypertrophy — proximity to failure — though no head-to-head proxy-comparison trial exists. The boundary appears to sit around the ~30% 1RM floor and around matched proximity-to-failure rather than any sharp load threshold.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,AUDITOR-DERIVED—NOT PUBLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0135,Hermes review,Q3 ; L135,published finding,**Maximal strength — equating fails.** Heavy-load training produces greater 1RM gains than light-load training even when both are carried to failure (21-study meta-analysis; significant difference favouring high load) [A; PMID 28834797; DOI 10.1519/JSC.0000000000002200]. Two sessions with identical tonnage but different load zones therefore buy different maximal-strength stimulus. Direction of misread for a tonnage-tracked athlete: light/high-rep accumulation looks like progress while the strength-relevant axis stalls.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0137,Hermes review,Q3 ; L137,published finding,"**Hypertrophy — equating holds only conditionally.** Hypertrophy is similar across ≥30% 1RM loading zones when sets reach failure [A; DOI 10.1519/JSC.0000000000002200]; the ~30% floor is where comparable growth has been demonstrated [A-tier synthesis; DOI 10.3390/sports9020032]. But proximity-to-failure is itself a dose: in exploratory meta-regressions, hypertrophy increased continuously as sets terminated closer to failure (negative RIR slopes, CIs excluding null) while strength gains were flat across a wide RIR range [A; PMID 38970765; DOI 10.1007/s40279-024-02069-2]. So equal tonnage with unequal effort is unequal stimulus, and the inequality runs differently for the two outcomes — exactly the dissociation pattern.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0139,Hermes review,Q3 ; L139,published finding,**Local endurance.** Evidence for load-specific endurance adaptations is weak and equivocal (absolute vs relative test dependence) [A-tier synthesis; DOI 10.3390/sports9020032]. I can say only that equating is not established for endurance either way.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0141,Hermes review,Q3 ; L141,published finding,"**Hard sets vs tonnage as proxies.** The literature does not contain a direct trial comparing ""sets at RPE ≥ 8"" against tonnage as competing volume proxies. What exists: proximity-to-failure carries the hypertrophy dose-response signal that tonnage alone misses [A; DOI 10.1007/s40279-024-02069-2], and hard-set-style constructs (sets near failure) are the operationalisation researchers increasingly adjust for when modelling dose. The app's RPE ≥ 8 cut-point corresponds roughly to ≤2 RIR — the region where RIR-rating error is smallest (~±1 rep) [A; DOI 10.1007/s40279-021-01559-x]. That is convergence, not validation of the specific threshold; the threshold 8 is a convention whose evidentiary status is ""reasonable"", not ""tested"".",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0143,Hermes review,Q3 ; L143,research-gap statement,"**Threshold question.** The evidenced floor for hypertrophy-equivalence sits near ~30% 1RM (below it, unequipped sets-to-failure comparisons thin out) [A; DOI 10.1519/JSC.0000000000002200 and DOI 10.3390/sports9020032]; no evidenced *upper* repetition-count threshold marks where volume-load stops tracking stimulus — the relationship degrades continuously via the effort channel rather than at a cliff. State plainly: the boundary is conditional, not a number.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,GAP-NOT-ESTABLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0147,Hermes review,Q3 ; L147,inference/system fact,"Volume-equation trials are supervised and failure-criterion-aware. An unsupervised athlete logging RPE sporadically makes ""hard sets"" undercounted whenever RPE is absent — the app's own data shape (optional RPE) biases the proxy toward zero, a false-negative-progress risk for diligent-but-forgetful loggers; conversely, metric-gaming inflates hard-set counts without effort (Q6). Tonnnage's bodyweight blind spot (accepted limitation) additionally zeroes entire movement families.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0151,Hermes review,Q3 ; L151,inference/system fact,"*Does:* supports the owner's intuition — equal tonnage is not equal stimulus — with tier-A evidence, and identifies proximity-to-failure as the missing variable the app partially observes (hard-set count).",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0153,Hermes review,Q3 ; L153,design proposal,"*Does not:* authorise replacing tonnage with hard sets, adopting any RPE cut-point, any equivalence formula across configurations, or any claim that hard sets are a validated proxy. No head-to-head validation exists.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNSUPPORTED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0161,Hermes review,Q4 ; L161,research-gap statement,"The evidence supports **separate axes** rather than a common scale: repetitions-performed at a standardised variation is the only well-supported observable for bodyweight progressions; for isometrics, time-under-tension at a defined position/intensity is the evidenced progression variable (with BP-outcome trials built on hold duration × %MVC × angle); for eccentric-only work, mode-specific loading dominates and no external-load-free progression scale is validated. Quantifying the ""size"" of a leverage/variation jump is **not supported anywhere I could locate** — it is convention. Coefficient-based equating of different movements is likewise convention, not evidence.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,GAP-NOT-ESTABLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0165,Hermes review,Q4 ; L165,research-gap statement,- **Bodyweight progressions produce measurable strength gains** — progressive calisthenic push-up variations raised 1RM bench similarly to barbell bench training in 4 weeks (n=23 men) [B; PMID 29466268; DOI 10.1519/JSC.0000000000002345] — but the progression *within* the calisthenics arm was structured by programme design; no study places inclined-push-up → push-up → deficit-push-up rungs on a common numerical scale with kilograms. Placement on a shared scale with loaded work: unsupported.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,GAP-NOT-ESTABLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0166,Hermes review,Q4 ; L166,published finding,"- **Isometrics:** the clinical isometric literature progresses by **hold duration, intensity (%MVC or joint-angle proxy), and frequency** — e.g. the translated protocol of 4×2-min holds at ~30% MVC, 3×/wk, with knee-joint angle used as the reliable intensity dial for wall squats [B− evidence guide synthesising RCTs/meta-analyses; DOI 10.1186/s40885-022-00232-3]. Isometric training produced the largest SBP reductions among exercise modes (−8.24 mmHg pairwise) in a 270-RCT network meta-analysis [A; DOI 10.1136/bjsports-2022-106503] — outcome evidence that the time/intensity axes carry real dose. These variables map onto the app's `seconds` field and manual bodyweight; %MVC requires equipment the app lacks, so intensity must ride on angle/position (ordinal) or perceived effort — the latter inherits Q2's rating error.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0167,Hermes review,Q4 ; L167,published finding,- **Eccentric-only:** systematic-review level conclusion is that eccentric methods confer largely **mode-specific** strength advantages [A; PMID 27647157; DOI 10.1007/s40279-016-0628-4]. Progression variable in the trials was external or supplementary load; a load-free eccentric progression scale is not established.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0168,Hermes review,Q4 ; L168,published finding,- **Variation-jump magnitude:** I located no peer-reviewed quantification of the difficulty delta between leverage variants (e.g. incline vs standard push-up). Practitioner frameworks exist (Tier D/E territory); none independently validated. Honest answer: not quantified in the accessible literature.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0169,Hermes review,Q4 ; L169,inference/system fact,"- **Coefficient-based cross-movement equating:** the owner's four-anchor, coefficient-1.0 scheme is internally conservative, but the general concept — multiplying one movement's work by a coefficient to equate it to another movement's — has no validation studies that I could locate; every equating attempt in research equates *within* a movement across load/rep configurations, not across movements. It is necessarily a convention (owner ruling domain), and the existing ruling to confine coefficients to reviewed anchors is consistent with that status.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0173,Hermes review,Q4 ; L173,inference/system fact,"A common-scale illusion would let bodyweight progress masquerade as (or hide behind) barbell tonnage changes. Keeping separate axes risks the opposite: real functional progress invisible to any displayed number — an adherence cost (Q6), not a measurement error.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0177,Hermes review,Q4 ; L177,inference/system fact,"*Does:* supports tracking bodyweight movements by repetitions/seconds on their own axes, treats isometric progression variables (time, position, effort) as evidence-aligned, and labels cross-movement coefficients as convention.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0179,Hermes review,Q4 ; L179,design proposal,"*Does not:* authorise any conversion between bodyweight and loaded work, any variant-difficulty scoring, or any change to the ratified four-anchor scheme.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNSUPPORTED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0187,Hermes review,Q5 ; L187,research-gap statement,"Reliability of the underlying measures is good-to-excellent in supervised settings (1RM ICC median 0.97, CV median 4.2%; rep-max tests SEM ≈ 0.7–1.1 reps), but **no persistence window for calling a trend stalled exists in the literature, and reliability numbers do not transfer cleanly to unobserved self-testing.** Training-age-specific thresholds: no direct comparative evidence located.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,GAP-NOT-ESTABLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0191,Hermes review,Q5 ; L191,published finding,"- **1RM test-retest:** across 32 studies (pooled n=1,595), ICCs ranged 0.64–0.99 (median 0.97; 92% ≥ 0.90) and CVs 0.5–12.1% (median 4.2%), stable across training experience, sex, age, exercise type, and familiarisation [A; PMID 32681399; DOI 10.1186/s40798-020-00260-z]. Conditions: supervised testers, standardised protocols. The app never administers a true 1RM test; this bounds the *best-case* instrument.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0192,Hermes review,Q5 ; L192,published finding,"- **Repetition-maximum tests at fixed relative loads** (closer to what the app observes): ICC better at lighter loads (70%: 0.86) than heavier (90%: 0.65); SEM 0.7 reps at 90%, 1.1 reps at 70% [C; DOI 10.1371/journal.pone.0268074]; n=24 trained adults, 1-week retest, supervised. Directly relevant: the athlete's reps-at-load record moves by roughly ±1 rep day-to-day even when supervised and fresh.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0193,Hermes review,Q5 ; L193,published finding,"- **MDC illustration:** in children, despite excellent ICCs, MDC95 of 1RM tests ran 9–18% depending on exercise [C; DOI 10.3390/app11052204]. Read carefully: this is a *different population* (non-transferable by age), included because it demonstrates the general psychometric point the brief weights heavily — **ICC excellence does not imply small individual-level change thresholds; MDCs derived from CVs are several times larger than people expect.**",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0194,Hermes review,Q5 ; L194,published finding,"- **Self-reported effort error:** see Q2(c) — ±1–2 reps equivalent, systematic underprediction [A; DOI 10.1007/s40279-021-01559-x]. This error enters every RPE-conditioned measure the app computes and is *unobservable* to a coach-less system: nothing flags a chronically miscalibrated rater.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0195,Hermes review,Q5 ; L195,inference/system fact,- **Timed holds:** no test-retest reliability located for self-timed isometric holds outside laboratory dynamometry; the app's phone-clock seconds lack a reliability literature. Gap.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0196,Hermes review,Q5 ; L196,research-gap statement,"- **Persistence window (""how long must a non-improving trend last?""):** I found **no evidence-based persistence window** for strength measures. Programme-duration conventions (4-week blocks etc.) are design choices, not detection statistics; no source derives a stall window from reliability data for this estimator. Per policy this stays blank. Both error directions of guessing: too-short a window manufactures false stalls (churn); too-long masks real stagnation (lost training time).",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,GAP-NOT-ESTABLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0197,Hermes review,Q5 ; L197,research-gap statement,"- **Training-age differences in variability:** no study directly comparing biological/day-to-day variation across beginner-through-elite on these measures was located; the 1RM reliability review found reliability broadly stable across experience [A; DOI 10.1186/s40798-020-00260-z], which is *weak indirect* evidence against large training-age differences in measurement noise — but stability of ICC says little about absolute variability, and I flag the inference as limited.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,GAP-NOT-ESTABLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0201,Hermes review,Q5 ; L201,inference/system fact,"Every reliability figure above came from supervised sessions with standardised warm-ups and often familiarisation sessions. Unsupervised self-testing adds unquantified error: inconsistent warm-up, inconsistent set depth/RP, selective logging. The honest summary: **the app's measures are reliable enough to detect medium-large changes and unreliable at detecting anything smaller, and the supervision-free penalty is unquantified.**",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0205,Hermes review,Q5 ; L205,inference/system fact,*Does:* supports expecting roughly single-digit-percent noise on well-executed maximal measures and ±1-rep noise on rep-max records; justifies refusing to invent a stall window.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0207,Hermes review,Q5 ; L207,design proposal,"*Does not:* authorise any MDC value, any stall window, any smoothing rule, or any per-user reliability estimate. Those remain empty slots pending either owner ruling or purpose-built validation data from the closed beta (a product decision outside this report).",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNSUPPORTED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0215,Hermes review,Q6 ; L215,research-gap statement,"Self-monitoring displays modestly increase activity quantity (meta-analytic SDM ≈ 0.35 in general physical activity), but quantification carries documented motivational costs, and there is **direct behavioural-economics evidence that people optimise what is measured**; no fitness-app study I located measures gaming of a strength score specifically. Flat-or-declining metrics harming novice adherence: mechanistically supported (enjoyment/intrinsic-motivation findings) but not demonstrated in a fitness-app trial. Multiple metrics versus one: no comparative evidence located.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,GAP-NOT-ESTABLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0219,Hermes review,Q6 ; L219,derived calculation,"- **Apps/trackers raise activity:** 35 RCTs (28 meta-analysed, n=7,454): SDM 0.350 (95% CI 0.236–0.465), ≈+1,850 steps/day [A; PMID 33355160; DOI 10.1136/bjsports-2020-102892]. Population: healthy adults 18–65 (28% women — a male-skewed evidence base worth noting given unknown audience). Outcome is generic physical activity; transfer to strength-metric displays is analogical.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,AUDITOR-DERIVED—NOT PUBLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0220,Hermes review,Q6 ; L220,published finding,"- **Measurement's hidden cost:** six experiments — measurement increases quantity but can reduce enjoyment and continued engagement by undermining intrinsic motivation [B; DOI 10.1093/jcr/ucv095]. Directional, experimental, non-clinical population; the closest direct evidence on the psychological side-effects of showing numbers.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0221,Hermes review,Q6 ; L221,research-gap statement,"- **Metric gaming:** Goodhart-type dynamics are foundational in economics and management but I found **no controlled study of gaming in fitness applications**. What exists nearby: goal-gradient effects — motivation accelerates as a goal nears, and *illusionary progress* manipulations causally change behaviour [B−/B; DOI 10.1509/jmkr.43.1.39 — read at title/abstract level only; flagged accordingly]. Prediction for the app (labelled as inference from [DOI 10.1509/jmkr.43.1.39] + [DOI 10.1093/jcr/ucv095], not a finding): any score raisable by adding reps, adding load, or reporting higher RPE will be raised by some users through the cheapest path, and inflated RPE is cheapest because it is unverifiable. No source quantifies this in fitness.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,GAP-NOT-ESTABLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0222,Hermes review,Q6 ; L222,research-gap statement,"- **Flat/declining metrics and adherence:** the enjoyment/engagement cost of measurement concentrates attention on output [B; DOI 10.1093/jcr/ucv095], which predicts that a visibly flat number is not neutral. Adjacent self-monitoring analogue: self-weighing added to multicomponent programmes yields −1.7 kg (95% CI −2.6 to −0.8) but as a standalone strategy showed no effect [A; PMID 26293454; DOI 10.1186/s12966-015-0267-4] — i.e., the *context* around the number matters as much as the number. Direct fitness-app evidence on declining-score harm: none located.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,GAP-NOT-ESTABLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0223,Hermes review,Q6 ; L223,research-gap statement,- **One number vs several:** no study comparing comprehension/adherence under single-scalar versus multi-dimensional progress displays was located. Gap.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,GAP-NOT-ESTABLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0227,Hermes review,Q6 ; L227,inference/system fact,"*Does:* supports expecting modest behaviour activation from progress displays, warns that displayed scores invite optimisation, and identifies inflation of unverifiable inputs (RPE) as the specific vulnerability of this app's data model.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0229,Hermes review,Q6 ; L229,design proposal,"*Does not:* authorise any display design, any anti-gaming mechanism, any choice between one metric and many, or any claim about effect sizes in the app's actual audience (which does not exist yet).",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNSUPPORTED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0237,Hermes review,Q7 ; L237,inference/system fact,"Assessed against the brief's candidates, with capturability from {reps, kg, optional RPE, optional seconds, band level, phone clock, HRV/sleep}:",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0239,Hermes review,Q7 ; L239,inference/system fact,| Axis | Outcome evidence | Sensitivity evidence | Capturable here? |,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0241,Hermes review,Q7 ; L241,published finding,| Repetitions at fixed load | Yes — rep-max performance tracks strength-endurance; reliability known [C; DOI 10.1371/journal.pone.0268074] | Yes | Yes |,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
